TU_ID	start	stop	tss	strand	rho_dependent	sigma
TU0_3481_from_RpoD_mono	2454349	2455021	2455021	-	True	RpoD_mono
TU0_1041_with_TERM0241_from_RpoD_mono	4103808	4104402	4103808	+	False	RpoD_mono
TU0_14692_with_TERM0_1093_from_RPOS_MONOMER	3908466	3909591	3909591	-	False	RpoS_mono
TU0_14692_with_TERM0_1093_from_RpoD_mono	3908466	3909591	3909591	-	False	RpoD_mono
TU0_13241_from_RpoD_mono	1439345	1439804	1439804	-	True	RpoD_mono
TU0_14486_from_RpoD_mono	4033379	4038659	4033379	+	True	RpoD_mono
TU0_8603_from_RpoD_mono	3946109	3946447	None	+	True	RpoD_mono
TU0_14609_from_RpoD_mono	194901	195664	194901	+	True	RpoD_mono
TU0_13602_from_RpoD_mono	2468825	2469127	None	+	True	RpoD_mono
TU0_12826_from_RpoD_mono	184257	185069	None	-	True	RpoD_mono
TU0_7745_from_RpoD_mono	2490026	2491461	2491461	-	True	RpoD_mono
TU0_8534_from_RpoD_mono	504138	505790	None	+	True	RpoD_mono
TU0_5101_from_RpoD_mono	2097886	2099348	2099348	-	True	RpoD_mono
TU00247_from_RpoD_mono	34781	42037	42037	-	True	RpoD_mono
TU0_8350_from_RPOH_MONOMER	919560	921516	919560	+	True	RpoH_mono
TU462_from_RpoD_mono	1236761	1239172	1236761	+	True	RpoD_mono
TU0_13168_from_RpoD_mono	1222688	1223130	None	+	True	RpoD_mono
TU0_8678_from_RpoD_mono	1005714	1006823	None	-	True	RpoD_mono
TU0_13846_from_RpoD_mono	3193342	3194775	None	-	True	RpoD_mono
TU0_14325_from_RpoD_mono	1014134	1014682	None	+	True	RpoD_mono
TU0_14393_from_RpoD_mono	179214	180754	179214	+	True	RpoD_mono
TU0_6556_from_RpoD_mono	254259	255809	255809	-	True	RpoD_mono
TU00503_from_RpoD_mono	3980387	3980834	3980387	+	True	RpoD_mono
TU00181_from_RpoD_mono	931551	932312	931551	+	True	RpoD_mono
TU0_14126_from_RpoD_mono	4292504	4293817	None	+	True	RpoD_mono
TU0_13081_from_RpoD_mono	945094	946242	None	+	True	RpoD_mono
TU0_13949_from_RpoD_mono	3621422	3621805	None	+	True	RpoD_mono
TU0_13773_from_RpoD_mono	3004284	3005474	None	+	True	RpoD_mono
TU0_14199_from_RpoD_mono	4556377	4558703	None	-	True	RpoD_mono
TU0_14502_from_RpoD_mono	2937390	2938121	None	+	True	RpoD_mono
TU0_8474_with_RPSOT1_from_RpoD_mono	3309394	3309808	3309808	-	False	RpoD_mono
TU00094_from_RpoD_mono	4402687	4404008	4402687	+	True	RpoD_mono
TU0_13470_from_RpoD_mono	2040392	2040922	None	+	True	RpoD_mono
TU0_1548_from_EG11355_MONOMER	1243016	1243779	1243779	-	True	FliA_mono
TU0_13543_from_RpoD_mono	2250917	2252167	None	-	True	RpoD_mono
TU0_13304_from_RpoD_mono	1611339	1612727	None	-	True	RpoD_mono
TU0_13011_from_RpoD_mono	675934	678065	None	+	True	RpoD_mono
TU00433_with_TERM54_from_RpoD_mono	3638023	3638614	3638023	+	False	RpoD_mono
TU0_4881_from_RpoD_mono	3573744	3576772	3576772	-	True	RpoD_mono
TU0_4881_with_TERM0382_from_RpoD_mono	3573711	3576772	3576772	-	False	RpoD_mono
TU0_3484_from_RPOE_MONOMER	2547668	2549265	2549265	-	True	RpoE_mono
TU362_from_RPOS_MONOMER	738203	740148	738203	+	True	RpoS_mono
TU0_14056_from_RpoD_mono	4029170	4033176	4029170	+	True	RpoD_mono
TU0_13152_from_RpoD_mono	1207740	1208878	None	-	True	RpoD_mono
TU00299_from_RpoD_mono	1223502	1225303	None	-	True	RpoD_mono
TU0_14_from_RpoD_mono	3644135	3645674	3644135	+	True	RpoD_mono
TU00027_from_RpoD_mono	4051892	4056245	4056245	-	True	RpoD_mono
TU0_13787_from_RpoD_mono	3036869	3037765	None	-	True	RpoD_mono
TU0_14141_from_RpoD_mono	4370784	4371185	4370784	+	True	RpoD_mono
TU00165_from_RpoD_mono	618607	621457	621457	-	True	RpoD_mono
TU0_13711_from_RpoD_mono	2798143	2798497	2798143	+	True	RpoD_mono
TU0_8762_from_RpoD_mono	2974326	2974407	2974407	-	True	RpoD_mono
TU0_12947_from_RpoD_mono	490534	491187	490534	+	True	RpoD_mono
TU0_13651_from_RpoD_mono	2642455	2642886	None	-	True	RpoD_mono
TU0_5121_from_RPOE_MONOMER	3468167	3471707	3471707	-	True	RpoE_mono
TU0_13412_from_RpoD_mono	1883869	1884834	None	+	True	RpoD_mono
TU0_12812_from_RpoD_mono	117752	118645	None	-	True	RpoD_mono
TU0_13485_from_RpoD_mono	2077056	2077385	None	-	True	RpoD_mono
TU0_13888_from_RPOE_MONOMER	3334571	3334908	3334908	-	True	RpoE_mono
TU00373_from_RpoD_mono	436385	440597	440597	-	True	RpoD_mono
TU0_8696_from_RpoD_mono	1404003	1404566	None	+	True	RpoD_mono
TU0_13355_from_RpoD_mono	1716517	1717626	None	-	True	RpoD_mono
TU0_7746_from_RpoD_mono	2491789	2492455	2492455	-	True	RpoD_mono
TU0_12882_from_RpoD_mono	314506	315677	None	+	True	RpoD_mono
TU0_14693_with_TERM0_1094_from_RPOS_MONOMER	3906518	3909591	3909591	-	False	RpoS_mono
TU0_14693_with_TERM0_1094_from_RpoD_mono	3906518	3909591	3909591	-	False	RpoD_mono
TU0_8840_from_RpoD_mono	240343	240816	None	+	True	RpoD_mono
TU0_8351_from_RPOH_MONOMER	1119924	1120281	1120281	-	True	RpoH_mono
TU0_8605_from_RpoD_mono	3998315	3999079	None	-	True	RpoD_mono
TU0_6557_from_RpoD_mono	2904665	2907739	2907739	-	True	RpoD_mono
TU790_from_RPOH_MONOMER	1664548	1666615	1666615	-	True	RpoH_mono
TU790_from_RpoD_mono	1664548	1666615	1666615	-	True	RpoD_mono
TU0_1061_from_RpoD_mono	4040414	4042067	4040414	+	True	RpoD_mono
TU0_13242_from_RpoD_mono	1441075	1444230	None	+	True	RpoD_mono
TU0_14487_from_RpoD_mono	4205994	4211182	4205994	+	True	RpoD_mono
TU482_with_TERM161_from_RpoD_mono	3267981	3272956	3272956	-	False	RpoD_mono
TU0_4901_from_RPOS_MONOMER	3656265	3656916	3656265	+	True	RpoS_mono
TU0_13169_from_RpoD_mono	1226832	1227230	1226832	+	True	RpoD_mono
TU0_12827_from_RpoD_mono	185123	189506	None	-	True	RpoD_mono
TU0_3501_from_RpoD_mono	3382624	3383195	3382624	+	True	RpoD_mono
TU0_1549_from_EG11355_MONOMER	3676443	3677252	3677252	-	True	FliA_mono
TU0_8679_from_RpoD_mono	1020361	1020990	None	+	True	RpoD_mono
TU00504_from_RpoD_mono	4173404	4175151	4173404	+	True	RpoD_mono
TU00182_from_RpoD_mono	3352531	3359962	3352531	+	True	RpoD_mono
TU0_14262_from_RpoD_mono	3924035	3925054	3925054	-	True	RpoD_mono
TU0_8535_from_RpoD_mono	1977777	1978205	None	+	True	RpoD_mono
TU0_13082_from_RpoD_mono	946452	947882	None	+	True	RpoD_mono
TU00248_from_RpoD_mono	1814410	1819750	1819750	-	True	RpoD_mono
TU0_1461_from_RpoD_mono	3680184	3681521	3681521	-	True	RpoD_mono
TU0_13603_from_RpoD_mono	2469099	2471268	None	-	True	RpoD_mono
TU00095_from_RPOS_MONOMER	4412270	4413923	4412270	+	True	RpoS_mono
TU00095_from_RpoD_mono	4412270	4413923	4412270	+	True	RpoD_mono
TU0_5162_from_RpoD_mono	4417950	4422409	4417950	+	True	RpoD_mono
TU0_14394_with_TERM0_1039_from_RpoD_mono	21833	27279	21833	+	False	RpoD_mono
TU0_14127_from_RpoD_mono	4294459	4295148	None	-	True	RpoD_mono
TU0_13774_from_RpoD_mono	3005532	3006728	None	+	True	RpoD_mono
TU0_14503_from_RpoD_mono	4216619	4218355	None	+	True	RpoD_mono
TU363_from_RpoD_mono	2289380	2301599	2301599	-	True	RpoD_mono
TU0_13153_from_RpoD_mono	1208908	1209462	None	+	True	RpoD_mono
TU0_8475_from_RpoD_mono	1341621	1342662	1342662	-	True	RpoD_mono
TU0_13471_from_RpoD_mono	2041675	2042472	None	+	True	RpoD_mono
TU0_7781_from_RpoD_mono	3346443	3347106	3346443	+	True	RpoD_mono
TU0_13012_from_RpoD_mono	678731	680886	None	+	True	RpoD_mono
TU00166_from_RpoD_mono	624054	628936	624054	+	True	RpoD_mono
TU0_13847_from_RpoD_mono	3194823	3198987	None	-	True	RpoD_mono
TU0_14326_from_RpoD_mono	3083942	3084073	None	-	True	RpoD_mono
TU00434_with_TERM72_from_RpoD_mono	3208734	3212984	3208734	+	False	RpoD_mono
TU0_8352_from_RPOH_MONOMER	1119924	1120255	1120255	-	True	RpoH_mono
TU0_14200_from_RpoD_mono	4559520	4560698	None	-	True	RpoD_mono
TU0_14057_from_RpoD_mono	4040072	4040361	4040072	+	True	RpoD_mono
TU00300_from_RpoD_mono	816050	818970	816050	+	True	RpoD_mono
TU0_14694_from_RpoD_mono	3904876	3906470	3906470	-	True	RpoD_mono
TU00028_from_RpoD_mono	4051892	4054394	4054394	-	True	RpoD_mono
TU0_8697_from_RPOS_MONOMER	1404587	1405819	None	-	True	RpoS_mono
TU0_4903_from_RpoD_mono	3654983	3655590	3654983	+	True	RpoD_mono
TU0_13788_from_RpoD_mono	3038438	3039121	3039121	-	True	RpoD_mono
TU0_6559_from_RpoD_mono	1990898	1992903	1992903	-	True	RpoD_mono
TU0_14142_from_RpoD_mono	4371388	4372257	None	-	True	RpoD_mono
TU0_3561_from_RpoD_mono	2056051	2056126	None	-	True	RpoD_mono
TU0_13305_from_RpoD_mono	1612828	1613709	None	+	True	RpoD_mono
TU0_13545_from_RpoD_mono	2254107	2255357	None	-	True	RpoD_mono
TU0_8763_from_RpoD_mono	2974124	2974211	2974211	-	True	RpoD_mono
TU0_13712_from_RpoD_mono	2806338	2807515	None	+	True	RpoD_mono
TU0_8606_from_RpoD_mono	4048156	4048752	None	-	True	RpoD_mono
TU0_12948_from_RpoD_mono	491280	493247	491280	+	True	RpoD_mono
TU0_13413_from_RpoD_mono	1887975	1889291	None	-	True	RpoD_mono
TU0_12813_from_RpoD_mono	134339	134750	134339	+	True	RpoD_mono
TU0_13486_from_RpoD_mono	2077557	2078615	None	-	True	RpoD_mono
TU00374_from_RpoD_mono	3729092	3734180	3729092	+	True	RpoD_mono
TU0_1581_with_TERM0_1056_from_RpoD_mono	3717912	3718336	3717912	+	False	RpoD_mono
TU0_14000_from_RpoD_mono	3790849	3791706	None	-	True	RpoD_mono
TU0_5163_from_RpoD_mono	4416584	4417698	4417698	-	True	RpoD_mono
TU0_8841_from_RpoD_mono	1907332	1908123	None	-	True	RpoD_mono
TU483_from_RpoD_mono	2698640	2702245	2702245	-	True	RpoD_mono
TU0_13170_from_RpoD_mono	1227302	1227961	None	+	True	RpoD_mono
TU0_13652_from_RpoD_mono	2643035	2650346	2650346	-	True	RpoD_mono
TU0_8680_from_RpoD_mono	1027169	1027582	None	+	True	RpoD_mono
TU0_13889_from_RpoD_mono	3334985	3338087	None	-	True	RpoD_mono
TU00505_from_RpoD_mono	4390336	4390681	4390336	+	True	RpoD_mono
TU791_with_TERM0_1121_from_RpoD_mono	2519356	2520527	2520527	-	False	RpoD_mono
TU791_with_TERM0_1120_from_RpoD_mono	2519511	2520527	2520527	-	False	RpoD_mono
TU00183_from_RpoD_mono	3596578	3597785	3597785	-	True	RpoD_mono
TU0_1062_from_RpoD_mono	4041400	4042067	4041400	+	True	RpoD_mono
TU0_13356_from_RPOS_MONOMER	1722158	1722703	1722703	-	True	RpoS_mono
TU0_12883_from_RpoD_mono	315674	316360	None	-	True	RpoD_mono
TU0_13083_from_RpoD_mono	949563	950303	None	-	True	RpoD_mono
TU0_13243_from_RpoD_mono	1447100	1449522	1449522	-	True	RpoD_mono
TU0_14488_from_RpoD_mono	60358	63588	63588	-	True	RpoD_mono
TU0_14488_from_RPOH_MONOMER	60358	63588	63588	-	True	RpoH_mono
TU0_1283_with_TERM73_from_RpoD_mono	709341	709946	709946	-	False	RpoD_mono
TU0_1283_with_TERM3_from_RpoD_mono	709385	709946	709946	-	False	RpoD_mono
TU00096_from_RpoD_mono	3651959	3653236	3651959	+	True	RpoD_mono
TU0_7783_from_RpoD_mono	577823	578144	578144	-	True	RpoD_mono
TU0_8536_from_RpoD_mono	640662	641126	641126	-	True	RpoD_mono
TU0_4904_from_RPOH_MONOMER	1860642	1862758	1860642	+	True	RpoH_mono
TU00249_from_RpoD_mono	1271342	1272425	None	+	True	RpoD_mono
TU0_8353_from_RPOH_MONOMER	1439878	1440939	1440939	-	True	RpoH_mono
TU0_3581_from_RPON_MONOMER	2421758	2425871	2425871	-	True	RpoN_mono
TU365_from_RpoD_mono	738644	740148	738644	+	True	RpoD_mono
TU0_13154_from_RpoD_mono	1209569	1210402	None	+	True	RpoD_mono
TU0_14395_with_TERM0_1039_from_RpoD_mono	22034	27279	22034	+	False	RpoD_mono
TU0_6562_with_PROS_TERMINATOR_from_RpoD_mono	217020	218837	218837	-	False	RpoD_mono
TU00167_with_TERM0261_from_RpoD_mono	1309078	1309870	1309078	+	False	RpoD_mono
TU0_14128_from_RpoD_mono	4297587	4302132	None	-	True	RpoD_mono
TU0_14263_from_RpoD_mono	3921767	3925054	3925054	-	True	RpoD_mono
TU0_13775_from_RpoD_mono	3006786	3007997	None	+	True	RpoD_mono
TU0_14506_from_RpoD_mono	541112	542257	None	+	True	RpoD_mono
TU0_5182_from_RpoD_mono	2432104	2435906	2435906	-	True	RpoD_mono
TU0_8476_with_METYT2_from_RpoD_mono	3316053	3316397	3316397	-	False	RpoD_mono
TU0_8476_with_METYT1_from_RpoD_mono	3316094	3316397	3316397	-	False	RpoD_mono
TU0_14696_with_TERM0_1095_from_RpoD_mono	3813830	3814603	3814603	-	False	RpoD_mono
TU0_13472_from_RpoD_mono	2042935	2050038	None	+	True	RpoD_mono
TU0_14610_from_RpoD_mono	266408	267250	267250	-	True	RpoD_mono
TU0_13604_from_RpoD_mono	2471542	2472878	None	+	True	RpoD_mono
TU0_1582_with_TERM0_1056_from_RpoD_mono	3717963	3718336	3717963	+	False	RpoD_mono
TU0_8698_from_RpoD_mono	1439082	1439348	None	+	True	RpoD_mono
TU0_13013_from_RpoD_mono	680946	682616	None	-	True	RpoD_mono
TU00435_with_TERM72_from_RpoD_mono	3208757	3212984	3208757	+	False	RpoD_mono
TU0_8607_from_RpoD_mono	4116538	4116783	None	+	True	RpoD_mono
TU0_14058_from_RpoD_mono	4042222	4043652	None	+	True	RpoD_mono
TU00301_from_RpoD_mono	794285	796835	794285	+	True	RpoD_mono
TU00029_from_RPON_MONOMER	4051892	4056130	4056130	-	True	RpoN_mono
TU0_13789_from_RpoD_mono	3040511	3041170	None	-	True	RpoD_mono
TU0_14143_from_RpoD_mono	4372652	4373680	None	-	True	RpoD_mono
TU0_8764_from_RpoD_mono	423561	424142	None	-	True	RpoD_mono
TU0_13713_from_RpoD_mono	2807639	2808701	None	+	True	RpoD_mono
TU0_13951_from_RpoD_mono	3622401	3623537	None	+	True	RpoD_mono
TU0_13848_from_RpoD_mono	3202243	3202611	None	-	True	RpoD_mono
TU0_14327_from_RpoD_mono	2763940	2765377	None	+	True	RpoD_mono
TU484_from_RpoD_mono	2698640	2699835	2699835	-	True	RpoD_mono
TU0_12951_from_RpoD_mono	497255	498241	497255	+	True	RpoD_mono
TU0_4905_from_RPOS_MONOMER	1860759	1861790	1860759	+	True	RpoS_mono
TU0_4905_from_RpoD_mono	1860759	1861790	1860759	+	True	RpoD_mono
TU0_13171_from_RpoD_mono	1228053	1228499	None	+	True	RpoD_mono
TU0_13414_from_RpoD_mono	1889349	1891259	None	-	True	RpoD_mono
TU0_12815_from_RpoD_mono	142779	144472	None	+	True	RpoD_mono
TU0_14201_from_RpoD_mono	4560766	4561734	None	-	True	RpoD_mono
TU0_3602_from_RPON_MONOMER	347870	353816	347870	+	True	RpoN_mono
TU0_13487_from_RpoD_mono	2078813	2079349	2079349	-	True	RpoD_mono
TU00375_from_RpoD_mono	2477143	2478552	2477143	+	True	RpoD_mono
TU0_8681_from_RpoD_mono	1029287	1029565	None	+	True	RpoD_mono
TU00506_from_RpoD_mono	4494409	4494512	4494409	+	True	RpoD_mono
TU0_7784_from_RpoD_mono	1680162	1682207	1680162	+	True	RpoD_mono
TU00184_from_RpoD_mono	3590747	3595778	3595778	-	True	RpoD_mono
TU0_13084_from_RpoD_mono	954095	955855	None	-	True	RpoD_mono
TU0_13546_from_RpoD_mono	2255451	2257318	None	-	True	RpoD_mono
TU0_13306_from_RpoD_mono	1613787	1614902	None	+	True	RpoD_mono
TU0_8842_from_RpoD_mono	4558953	4559507	None	+	True	RpoD_mono
TU0_8354_from_RpoD_mono	3687178	3690630	None	-	True	RpoD_mono
TU00097_from_RPOS_MONOMER	1036933	1041138	1036933	+	True	RpoS_mono
TU00097_from_RpoD_mono	1036933	1041138	1036933	+	True	RpoD_mono
TU0_5183_from_RpoD_mono	2432104	2434912	2434912	-	True	RpoD_mono
TU0_6563_from_RpoD_mono	4272103	4272684	4272103	+	True	RpoD_mono
TU792_with_TERM0_1120_from_RpoD_mono	2519511	2520585	2520585	-	False	RpoD_mono
TU792_with_TERM0_1121_from_RpoD_mono	2519356	2520585	2520585	-	False	RpoD_mono
TU0_1063_from_RPOE_MONOMER	3474629	3475547	3475547	-	True	RpoE_mono
TU0_14001_with_TERM0_1096_from_RpoD_mono	3814668	3815626	3814668	+	False	RpoD_mono
TU0_14489_from_RpoD_mono	3034395	3037873	3037873	-	True	RpoD_mono
TU0_14489_from_RPOH_MONOMER	3034395	3037873	3037873	-	True	RpoH_mono
TU368_from_RpoD_mono	3739707	3740641	3740641	-	True	RpoD_mono
TU0_12830_from_RpoD_mono	192872	193429	None	+	True	RpoD_mono
TU0_1601_from_RpoD_mono	3367036	3371642	3371642	-	True	RpoD_mono
TU0_13653_from_RpoD_mono	2651537	2651745	None	+	True	RpoD_mono
TU00168_from_RPOS_MONOMER	2234765	2238588	2238588	-	True	RpoS_mono
TU00168_from_RpoD_mono	2234765	2238588	2238588	-	True	RpoD_mono
TU0_8537_from_RpoD_mono	2462274	2463157	2463157	-	True	RpoD_mono
TU0_13890_from_RpoD_mono	3347103	3348481	None	-	True	RpoD_mono
TU00250_from_RpoD_mono	4446425	4447065	4446425	+	True	RpoD_mono
TU0_12884_from_RpoD_mono	316950	317791	None	-	True	RpoD_mono
TU0_13357_from_RpoD_mono	1722760	1723656	None	-	True	RpoD_mono
TU0_14697_from_RpoD_mono	3657163	3661550	3657163	+	True	RpoD_mono
TU0_8699_from_RpoD_mono	1435284	1438808	None	-	True	RpoD_mono
TU0_4906_from_RpoD_mono	1860621	1861790	1860621	+	True	RpoD_mono
TU0_14396_from_RpoD_mono	3484047	3484774	3484047	+	True	RpoD_mono
TU0_14129_from_EG11355_MONOMER	4302635	4304620	None	-	True	FliA_mono
TU0_3621_from_RPON_MONOMER	1864839	1868262	1864839	+	True	RpoN_mono
TU0_13776_from_RpoD_mono	3008050	3009435	None	+	True	RpoD_mono
TU0_14509_with_TERM0_1033_from_RpoD_mono	3044148	3047063	None	-	False	RpoD_mono
TU0_8608_from_RpoD_mono	4272783	4273064	None	-	True	RpoD_mono
TU0_8477_from_RpoD_mono	553800	555219	553800	+	True	RpoD_mono
TU0_7802_from_RpoD_mono	1717801	1718367	1717801	+	True	RpoD_mono
TU0_13014_from_RpoD_mono	682700	683635	None	-	True	RpoD_mono
TU00436_with_TERM72_from_RpoD_mono	3210495	3212984	3210495	+	False	RpoD_mono
TU0_5184_from_RpoD_mono	2435934	2436967	2435934	+	True	RpoD_mono
TU0_8355_from_RPOH_MONOMER	3808366	3809300	3809300	-	True	RpoH_mono
TU0_14264_from_RPOS_MONOMER	4116868	4117381	4117381	-	True	RpoS_mono
TU486_with_TERM162_from_RpoD_mono	4198199	4198624	4198199	+	False	RpoD_mono
TU0_14060_from_RpoD_mono	4049331	4049879	4049331	+	True	RpoD_mono
TU0_13172_from_RpoD_mono	1231723	1232253	None	-	True	RpoD_mono
TU00302_from_RpoD_mono	863603	865617	865617	-	True	RpoD_mono
TU00030_with_TERM0621_from_RpoD_mono	2350605	2354774	2350605	+	False	RpoD_mono
TU0_8682_from_RpoD_mono	1092064	1093457	1092064	+	True	RpoD_mono
TU0_13790_from_RpoD_mono	3041334	3041645	None	-	True	RpoD_mono
TU0_6564_from_RpoD_mono	4272115	4272684	4272115	+	True	RpoD_mono
TU00507_from_RpoD_mono	695653	696386	696386	-	True	RpoD_mono
TU0_13605_from_RpoD_mono	2473006	2474200	None	+	True	RpoD_mono
TU0_14611_from_RpoD_mono	303719	309300	309300	-	True	RpoD_mono
TU00185_from_RpoD_mono	2975659	2976973	2976973	-	True	RpoD_mono
TU0_14145_from_RpoD_mono	4374340	4374722	None	+	True	RpoD_mono
TU0_13085_from_RpoD_mono	955985	956677	None	+	True	RpoD_mono
TU0_8765_from_RpoD_mono	3841933	3843753	3841933	+	True	RpoD_mono
TU0_13714_from_RpoD_mono	2812905	2814461	None	-	True	RpoD_mono
TU0_12952_from_RpoD_mono	500786	502519	502519	-	True	RpoD_mono
TU0_13415_from_RpoD_mono	1891391	1891735	None	+	True	RpoD_mono
TU0_12816_from_RpoD_mono	144577	145017	None	+	True	RpoD_mono
TU00098_from_RpoD_mono	1980578	1984262	1984262	-	True	RpoD_mono
TU0_13488_with_TERM0_1097_from_RpoD_mono	2079365	2080571	None	-	False	RpoD_mono
TU00377_with_TERM65_from_RpoD_mono	950430	953716	953716	-	False	RpoD_mono
TU0_1603_from_RpoD_mono	653806	655306	655306	-	True	RpoD_mono
TU0_4907_from_RpoD_mono	1860550	1861790	1860550	+	True	RpoD_mono
TU0_8843_from_RpoD_mono	1268391	1268498	None	-	True	RpoD_mono
TU0_3622_from_RPON_MONOMER	3416994	3421216	3416994	+	True	RpoN_mono
TU0_13952_from_RpoD_mono	3623702	3628625	None	-	True	RpoD_mono
TU369_with_TERM102_from_RpoD_mono	1566928	1570096	1570096	-	False	RpoD_mono
TU369_with_TERM102_from_RPOS_MONOMER	1566928	1570096	1570096	-	False	RpoS_mono
TU0_13850_from_RpoD_mono	3219459	3220471	3219459	+	True	RpoD_mono
TU0_14328_from_RpoD_mono	3320195	3320527	None	-	True	RpoD_mono
TU0_13156_from_RpoD_mono	1210903	1211313	1211313	-	True	RpoD_mono
TU0_14202_from_RpoD_mono	4561945	4563873	None	-	True	RpoD_mono
TU793_from_RpoD_mono	1056485	1057207	1057207	-	True	RpoD_mono
TU00169_from_RpoD_mono	2169857	2175256	2175256	-	True	RpoD_mono
TU0_1064_from_RpoD_mono	3474629	3475521	3475521	-	True	RpoD_mono
TU0_14698_from_RpoD_mono	3657168	3661550	3657168	+	True	RpoD_mono
TU0_13245_from_RpoD_mono	1465945	1467218	None	-	True	RpoD_mono
TU0_14490_with_TERM58_from_RPOH_MONOMER	455829	457979	455829	+	False	RpoH_mono
TU0_13307_with_TERM0_1142_from_RpoD_mono	1620612	1620823	1620612	+	False	RpoD_mono
TU0_13547_from_RpoD_mono	2263472	2264044	None	+	True	RpoD_mono
TU0_5186_from_RpoD_mono	50380	52588	52588	-	True	RpoD_mono
TU0_12831_from_RpoD_mono	193521	194717	None	+	True	RpoD_mono
TU0_8700_from_RpoD_mono	1492172	1493095	None	-	True	RpoD_mono
TU0_7803_from_RpoD_mono	1717772	1718367	1717772	+	True	RpoD_mono
TU0_8538_from_RpoD_mono	11382	11786	None	-	True	RpoD_mono
TU00251_with_TERM58_from_RpoD_mono	455801	457979	455801	+	False	RpoD_mono
TU0_8356_from_RPOH_MONOMER	516649	517714	517714	-	True	RpoH_mono
TU0_8609_from_RPOS_MONOMER	4273494	4275080	None	+	True	RpoS_mono
TU0_14002_from_RpoD_mono	3815722	3816607	3815722	+	True	RpoD_mono
TU0_14398_from_RpoD_mono	3484053	3484774	3484053	+	True	RpoD_mono
TU0_6569_with_TERM0_1108_from_RpoD_mono	3097676	3098812	3098812	-	False	RpoD_mono
TU0_14130_from_RpoD_mono	4311891	4312220	None	+	True	RpoD_mono
TU0_13654_from_RpoD_mono	2651877	2652180	None	+	True	RpoD_mono
TU0_13777_from_RpoD_mono	3009483	3010415	None	+	True	RpoD_mono
TU0_13891_from_RpoD_mono	3351143	3352072	None	-	True	RpoD_mono
TU0_14510_from_RpoD_mono	2724091	2724210	None	-	True	RpoD_mono
TU487_with_TERM163_from_RpoD_mono	460666	460966	460666	+	False	RpoD_mono
TU487_with_TERM164_from_RpoD_mono	460666	461002	460666	+	False	RpoD_mono
TU0_4924_from_RpoD_mono	4488164	4489162	None	-	True	RpoD_mono
TU0_13358_from_RpoD_mono	1723705	1723944	None	-	True	RpoD_mono
TU0_12885_from_RpoD_mono	317900	319225	None	-	True	RpoD_mono
TU0_13173_from_RpoD_mono	1232399	1233940	None	-	True	RpoD_mono
TU0_8478_from_RPOS_MONOMER	1561358	1565164	None	-	True	RpoS_mono
TU0_3623_from_RPON_MONOMER	1555136	1561131	1561131	-	True	RpoN_mono
TU0_13474_from_RpoD_mono	2051667	2052983	None	+	True	RpoD_mono
TU0_1681_from_RpoD_mono	1733347	1733983	1733347	+	True	RpoD_mono
TU0_8683_from_RpoD_mono	1145234	1145818	None	-	True	RpoD_mono
TU00508_from_RpoD_mono	925107	925230	925230	-	True	RpoD_mono
TU0_13015_from_RpoD_mono	687220	688236	None	-	True	RpoD_mono
TU00186_from_RpoD_mono	2976972	2977978	2976972	+	True	RpoD_mono
TU00437_with_TERM72_from_RpoD_mono	3210659	3212984	3210659	+	False	RpoD_mono
TU0_13086_from_RpoD_mono	959487	960251	None	+	True	RpoD_mono
TU0_14061_from_RpoD_mono	4056430	4058253	None	+	True	RpoD_mono
TU00099_from_RpoD_mono	410521	411753	411753	-	True	RpoD_mono
TU00303_from_EG11355_MONOMER	1970860	1975326	1975326	-	True	FliA_mono
TU00031_from_RpoD_mono	3559994	3561541	3559994	+	True	RpoD_mono
TU0_5201_from_RpoD_mono	50380	53416	None	-	True	RpoD_mono
TU0_13791_from_RpoD_mono	3043180	3043923	None	-	True	RpoD_mono
TU0_14146_from_RpoD_mono	4380641	4381643	4380641	+	True	RpoD_mono
TU0_8766_from_RpoD_mono	2363040	2363642	None	-	True	RpoD_mono
TU0_13715_from_RpoD_mono	2814534	2815525	None	-	True	RpoD_mono
TU0_12953_from_RpoD_mono	502700	503920	None	-	True	RpoD_mono
TU4_from_RpoD_mono	1449621	1451694	1451694	-	True	RpoD_mono
TU0_13157_from_RpoD_mono	1211926	1212330	None	-	True	RpoD_mono
TU0_13416_from_RpoD_mono	1892097	1892456	None	+	True	RpoD_mono
TU0_14269_from_RpoD_mono	2908778	2912299	2912299	-	True	RpoD_mono
TU0_12817_from_RpoD_mono	145081	146310	None	+	True	RpoD_mono
TU0_13489_from_RpoD_mono	2082250	2083576	2083576	-	True	RpoD_mono
TU00378_with_TERM65_from_RpoD_mono	950430	953726	953726	-	False	RpoD_mono
TU0_7804_from_RpoD_mono	4632464	4633376	4633376	-	True	RpoD_mono
TU00170_with_TERM0_1033_from_RpoD_mono	3044148	3048794	3048794	-	False	RpoD_mono
TU0_14699_with_TERM141_from_RpoD_mono	882792	884161	882792	+	False	RpoD_mono
TU0_13606_from_RpoD_mono	2474116	2474256	None	+	True	RpoD_mono
TU0_14612_from_RpoD_mono	394354	395543	395543	-	True	RpoD_mono
TU0_8844_from_RpoD_mono	1268926	1269033	None	-	True	RpoD_mono
